	genbank_id	description	taxonomy_name
2951	KF059826.1	HIV-1 isolate R51TS075_15SEP2009_RT from Philippines reverse transcriptase (pol) gene, partial cds.	Human immunodeficiency virus 1
2952	KF059827.1	HIV-1 isolate R51TS076_15SEP2009_RT from Philippines reverse transcriptase (pol) gene, partial cds.	Human immunodeficiency virus 1
2953	KF059828.1	HIV-1 isolate R51TS077_15SEP2009_RT from Philippines reverse transcriptase (pol) gene, partial cds.	Human immunodeficiency virus 1
2954	KF059829.1	HIV-1 isolate R51TS078_15JUL2009_RT from Philippines reverse transcriptase (pol) gene, partial cds.	Human immunodeficiency virus 1
2955	KF059830.1	HIV-1 isolate R51TS079_15JUL2009_RT from Philippines reverse transcriptase (pol) gene, partial cds.	Human immunodeficiency virus 1
2956	KF059831.1	HIV-1 isolate R51TS080_15OCT2009_RT from Philippines reverse transcriptase (pol) gene, partial cds.	Human immunodeficiency virus 1
2957	KF059832.1	HIV-1 isolate R51TS081_15OCT2009_RT from Philippines reverse transcriptase (pol) gene, partial cds.	Human immunodeficiency virus 1
2958	KF059833.1	HIV-1 isolate R51TS082_15OCT2009_RT from Philippines reverse transcriptase (pol) gene, partial cds.	Human immunodeficiency virus 1
2959	KF059997.1	Norovirus Hu/GII.4/NSW0025/2011/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW0025/2011/AU
2960	KF059998.1	Norovirus Hu/GII.4/NSW0066/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW0066/2012/AU
2961	KF060000.1	Norovirus Hu/GII.4/NSW0287/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW0287/2012/AU
2962	KF060001.1	Norovirus Hu/GII.4/NSW035H/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW035H/2012/AU
2963	KF060004.1	Norovirus Hu/GII.4/NSW078G/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW078G/2012/AU
2964	KF060005.1	Norovirus Hu/GII.4/NSW0979/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW0979/2012/AU
2965	KF060006.1	Norovirus Hu/GII.4/NSW097K/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW097K/2012/AU
2966	KF060008.1	Norovirus Hu/GII.4/NSW1061/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW1061/2012/AU
2967	KF060020.1	Norovirus Hu/GII.4/NSW2304/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW2304/2012/AU
2968	KF060021.1	Norovirus Hu/GII.4/NSW230B/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW230B/2012/AU
2969	KF060022.1	Norovirus Hu/GII.4/NSW2317/2011/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW2317/2011/AU
2970	KF060023.1	Norovirus Hu/GII.4/NSW2586/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW2586/2012/AU
2971	KF060024.1	Norovirus Hu/GII.4/NSW269O/2011/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW269O/2011/AU
2972	KF060025.1	Norovirus Hu/GII.4/NSW270F/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW270F/2012/AU
2973	KF060027.1	Norovirus Hu/GII.4/NSW2949/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW2949/2012/AU
2974	KF060030.1	Norovirus Hu/GII.4/Sutherland/NSW311A/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/Sutherland/NSW311A/2012/AU
2975	KF060031.1	Norovirus Hu/GII.4/Randwick/NSW311A/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/Randwick/NSW311A/2012/AU
2976	KF060033.1	Norovirus Hu/GII.4/NSW3192/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW3192/2012/AU
2977	KF060035.1	Norovirus Hu/GII.4/NSW336H/2011/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW336H/2011/AU
2978	KF060036.1	Norovirus Hu/GII.4/NSW3440/2012/AU VP1 gene, complete cds.	Norovirus Hu/GII.4/NSW3440/2012/AU
2979	KF168855.1	Hepatitis B virus isolate 1792 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2980	KF168856.1	Hepatitis B virus isolate 1798 large S protein (S) gene, partial cds; nonfunctional middle S protein (S) gene, partial sequence; and S protein (S) gene, partial cds.	Hepatitis B virus
2981	KF168857.1	Hepatitis B virus isolate 1799 large S protein (S) gene, partial cds; nonfunctional middle S protein (S) gene, partial sequence; and S protein (S) gene, partial cds.	Hepatitis B virus
2982	KF168859.1	Hepatitis B virus isolate 1809 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2983	KF168860.1	Hepatitis B virus isolate 181 large S protein (S) gene, partial cds; nonfunctional middle S protein (S) gene, partial sequence; and S protein (S) gene, partial cds.	Hepatitis B virus
2984	KF168861.1	Hepatitis B virus isolate 1813 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2985	KF168863.1	Hepatitis B virus isolate 1822 nonfunctional large S protein (S) gene, partial sequence; and middle S protein (S) and S protein (S) genes, partial cds.	Hepatitis B virus
2986	KF168865.1	Hepatitis B virus isolate 183 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2987	KF168866.1	Hepatitis B virus isolate 1830 large S protein (S) gene, partial cds; nonfunctional middle S protein (S) gene, partial sequence; and S protein (S) gene, partial cds.	Hepatitis B virus
2988	KF168867.1	Hepatitis B virus isolate 1831 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2989	KF168868.1	Hepatitis B virus isolate 1835 large S protein (S) gene, partial cds; nonfunctional middle S protein (S) gene, partial sequence; and S protein (S) gene, partial cds.	Hepatitis B virus
2990	KF168869.1	Hepatitis B virus isolate 1836 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2991	KF168870.1	Hepatitis B virus isolate 1837 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2992	KF168872.1	Hepatitis B virus isolate 184 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2993	KF168873.1	Hepatitis B virus isolate 1843 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2994	KF168874.1	Hepatitis B virus isolate 1845 nonfunctional large S protein (S) gene, partial sequence; and middle S protein (S) and S protein (S) genes, partial cds.	Hepatitis B virus
2995	KF168877.1	Hepatitis B virus isolate 185 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2996	KF168879.1	Hepatitis B virus isolate 1862 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2997	KF168880.1	Hepatitis B virus isolate 1863 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
2998	KF168881.1	Hepatitis B virus isolate 1867 nonfunctional large S protein (S) and nonfunctional middle S protein (S) genes, partial sequence; and S protein (S) gene, partial cds.	Hepatitis B virus
2999	KF168882.1	Hepatitis B virus isolate 1869 large S protein (S), middle S protein (S), and S protein (S) genes, partial cds.	Hepatitis B virus
3000	EF694349.1	Hepatitis C virus isolate VC1955 polyprotein gene, partial cds.	Hepacivirus C
3001	U00405.1	Human immunodeficiency virus type 1 Brazilian sample RJ379 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3002	U00406.1	Human immunodeficiency virus type 1 Brazilian sample RJ477 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3003	U00407.1	Human immunodeficiency virus type 1 Brazilian sample RJ478 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3004	U00408.1	Human immunodeficiency virus type 1 Brazilian sample RJ483 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3005	U00409.1	Human immunodeficiency virus type 1 Brazilian sample RJ484 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3006	U00410.1	Human immunodeficiency virus type 1 Brazilian sample RJ49 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3007	U00411.1	Human immunodeficiency virus type 1 Brazilian sample RJ54 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3008	U00412.1	Human immunodeficiency virus type 1 Brazilian sample RJ59 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3009	U00413.1	Human immunodeficiency virus type 1 Brazilian sample RJ62 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3010	U00414.1	Human immunodeficiency virus type 1 Brazilian sample RJ623 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3011	U00415.1	Human immunodeficiency virus type 1 Brazilian sample RJ625 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3012	U00416.1	Human immunodeficiency virus type 1 Brazilian sample RJ626 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3013	U00417.1	Human immunodeficiency virus type 1 Brazilian sample RJ636 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3014	U00418.1	Human immunodeficiency virus type 1 Brazilian sample RJ64 gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3015	U00419.1	Human immunodeficiency virus type 1 Brazilian isolate RJ70 envelope glycoprotein gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3016	U00420.1	Human immunodeficiency virus type 1 Brazilian isolate RJI01 envelope glycoprotein gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3017	U00421.1	Human immunodeficiency virus type 1 Brazilian isolate RJI02 envelope glycoprotein gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3018	U00422.1	Human immunodeficiency virus type 1 Brazilian isolate RJI03 envelope glycoprotein gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3019	U00423.1	Human immunodeficiency virus type 1 Brazilian isolate RJI04 envelope glycoprotein gp120 (env) pseudogene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3020	U00424.1	Human immunodeficiency virus type 1 Brazilian isolate SPB1 envelope glycoprotein gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3021	U00425.1	Human immunodeficiency virus type 1 Brazilian isolate SPB2 envelope glycoprotein gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3022	U00426.1	Human immunodeficiency virus type 1 Brazilian isolate SPB3 envelope glycoprotein gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3023	U00427.1	Human immunodeficiency virus type 1 Brazilian isolate SPB4 envelope glycoprotein gp120 (env) gene C2-V3 region, partial cds.	Human immunodeficiency virus 1
3024	U00460.1	Hantavirus sp. strain Brazil polyprotein gene, partial cds.	Hantavirus sp.
3025	U00462.1	Hantavirus sp. strain Dobrava polyprotein gene, partial cds.	Hantavirus sp.
3026	U00463.1	Hantavirus sp. strain Egypt polyprotein gene, partial cds.	Hantavirus sp.
3027	U00464.1	Hantavirus sp. strain Girard Point polyprotein gene, partial cds.	Hantavirus sp.
3028	U00466.1	Hantavirus sp. strain KI-262 polyprotein gene, partial cds.	Hantavirus sp.
3029	U00467.1	Hantavirus sp. strain Hallnas-B1 polyprotein gene, partial cds.	Hantavirus sp.
3030	U00468.1	Hantavirus sp. strain 83-223L polyprotein gene, partial cds.	Hantavirus sp.
3031	U00471.1	Hantavirus sp. strain Thai749 nucleocapsid protein gene, partial cds.	Hantavirus sp.
3032	U00472.1	Hantavirus sp. strain TPM nucleocapsid protein gene, partial cds.	Hantavirus sp.
3033	U00474.1	Hantavirus sp. strain Winconsin polyprotein gene, partial cds.	Hantavirus sp.
3034	U00476.1	Hantavirus sp. strain Thai605 polyprotein gene, partial cds.	Hantavirus sp.
3035	U00673.1	Rotavirus B major core protein VP2 gene, complete cds.	Rotavirus B
3036	U00761.1	Rabbit fibroma virus ATP-dependent DNA ligase gene, complete cds.	Rabbit fibroma virus
3037	U00804.1	Human immunodeficiency virus type 1 clone MACB91-01 gp120 gene, partial cds.	Human immunodeficiency virus 1
3038	U00805.1	Human immunodeficiency virus type 1 clone MACB91-03 gp120 gene, partial cds.	Human immunodeficiency virus 1
3039	U00808.1	Human immunodeficiency virus type 1 clone MACB91-06 gp120 gene, partial cds.	Human immunodeficiency virus 1
3040	U00809.1	Human immunodeficiency virus type 1 clone MACB91-07 gp120 gene, partial cds.	Human immunodeficiency virus 1
3041	U00811.1	Human immunodeficiency virus type 1 clone MACB91-10 gp120 gene, parital cds.	Human immunodeficiency virus 1
3042	U00813.1	Human immunodeficiency virus type 1 clone MAPA92-01 gp120 gene, partial cds.	Human immunodeficiency virus 1
3043	U00814.1	Human immunodeficiency virus type 1 clone MAPA92-03 gp120 gene, partial cds.	Human immunodeficiency virus 1
3044	U00815.1	Human immunodeficiency virus type 1 clone MAPA92-04 gp120 gene, partial cds.	Human immunodeficiency virus 1
3045	U00817.1	Human immunodeficiency virus type 1 clone MAPA92-06 gp120 gene, partial cds.	Human immunodeficiency virus 1
3046	U00818.1	Human immunodeficiency virus type 1 clone MAPA92-07 gp120 gene, partial cds.	Human immunodeficiency virus 1
3047	U00819.1	Human immunodeficiency virus type 1 clone MAPA92-08 gp120 gene, partial cds.	Human immunodeficiency virus 1
3048	U00821.1	Human immunodeficiency virus type 1 clone MAPB91-01 gp120 gene, partial cds.	Human immunodeficiency virus 1
3049	U00831.1	Human immunodeficiency virus type 1 clone MAPB91-04 gp120 gene, partial cds.	Human immunodeficiency virus 1
3050	U00834.1	Human immunodeficiency virus type 1 clone MAPB91-07 gp120 gene partial cds.	Human immunodeficiency virus 1
3051	U00836.1	Human immunodeficiency virus type 1 clone MAPB91-09 gp120 gene, partial cds.	Human immunodeficiency virus 1
3052	U00837.1	Human immunodeficiency virus type 1 clone MAPB91-11 gp120 gene, partial cds.	Human immunodeficiency virus 1
3053	U00838.1	Human immunodeficiency virus type 1 clone MAPB91-12 gp120 gene, partial cds.	Human immunodeficiency virus 1
3054	U00839.1	Human immunodeficiency virus type 1 clone MAPB91-14 gp120 gene, partial cds.	Human immunodeficiency virus 1
3055	U00840.1	Human immunodeficiency virus type 1 clone MAPB91-15 gp120 gene, partial cds.	Human immunodeficiency virus 1
3056	U00842.1	Human immunodeficiency virus type 1 clone MAPB91-18 gp120 gene, partial cds.	Human immunodeficiency virus 1
3057	U00844.1	Human immunodeficiency virus type 1 clone MAPC91-02 gp120 gene, partial cds.	Human immunodeficiency virus 1
3058	U00845.1	Human immunodeficiency virus type 1 clone MAPC91-03 gp120 gene, partial cds.	Human immunodeficiency virus 1
3059	U00846.1	Human immunodeficiency virus type 1 clone MAPC91-04 gp120 gene, partial cds.	Human immunodeficiency virus 1
3060	U00847.1	Human immunodeficiency virus type 1 clone MAPC91-05 gp120 gene, partial cds.	Human immunodeficiency virus 1
3061	U00849.1	Human immunodeficiency virus type 1 clone MAPC91-07 gp120 gene, partial cds.	Human immunodeficiency virus 1
3062	U00871.1	Enterovirus 71 prototype BrCr 5' untranslated region.	Enterovirus A71
3063	U00872.1	Enterovirus E71 H 5' untranslated region.	Enterovirus A71
3064	U00874.1	Human immunodeficiency virus type 1 clone MAPK89-02 gp120 gene, partial cds.	Human immunodeficiency virus 1
3065	U00875.1	Human immunodeficiency virus type 1 clone MAPK89-03 gp120 gene, partial cds.	Human immunodeficiency virus 1
3066	U00876.1	Human immunodeficiency virus type 1 clone MAPK89-10 gp120 gene, partial cds.	Human immunodeficiency virus 1
3067	U00877.1	Human immunodeficiency virus type 1 clone MAPK89-11 gp120 gene, partial cds.	Human immunodeficiency virus 1
3068	U00878.1	Human immunodeficiency virus type 1 clone MAPK89-12 gp120 gene, partial cds.	Human immunodeficiency virus 1
3069	U00885.1	Human immunodeficiency virus type 1 clone MAPK89-06 gp120 gene, partial cds.	Human immunodeficiency virus 1
3070	U00887.1	Human immunodeficiency virus type 1 clone MAPK89-08 gp120 gene, partial cds.	Human immunodeficiency virus 1
3071	U37075.1	Bean common mosaic virus strain Nl7 coat protein gene, partial cds.	Bean common mosaic virus
3072	U37077.1	Bean common mosaic virus strain RU1 coat protein gene, partial cds.	Bean common mosaic virus
3073	U37131.1	Lymantria dispar MNPV G22 gene, complete cds.	Lymantria dispar multiple nucleopolyhedrovirus
3074	U37165.1	Influenza A virus (A/chicken/Mexico/31381-7/1994(H5N2)) hemagglutinin (HA) mRNA, partial cds.	Influenza A virus (A/chicken/Mexico/31381-7/1994(H5N2))
3075	U37166.1	Influenza A virus (A/chicken/Mexico/31381-1/1994(H5N2)) hemagglutinin (HA) mRNA, partial cds.	Influenza A virus (A/chicken/Mexico/31381-1/1994(H5N2))
3076	U37168.1	Influenza A virus (A/chicken/Mexico/31382-1/1994(H5N2)) hemagglutinin (HA) mRNA, partial cds.	Influenza A virus (A/chicken/Mexico/31382-1/1994(H5N2))
3077	U37170.1	Influenza A virus (A/chicken/Mexico/31381-8/1994(H5N2)) hemagglutinin (HA) mRNA, partial cds.	Influenza A virus (A/chicken/Mexico/31381-8/1994(H5N2))
3078	U37176.1	Influenza A virus (A/chicken/Mexico/31381-3/1994(H5N2)) hemagglutinin (HA) mRNA, partial cds.	Influenza A virus (A/chicken/Mexico/31381-3/1994(H5N2))
3079	U37187.1	Newcastle disease virus hemaglutinin-neuraminidase gene, complete cds.	Avian orthoavulavirus 1
3080	U37189.1	Newcastle disease virus hemaglutinin-neuraminidase gene, complete cds.	Avian orthoavulavirus 1
3081	U37197.1	Simian immunodeficiency virus isolate G021 tat and rev genes, exon 1, partial cds.	Simian immunodeficiency virus
3082	U37198.1	Simian immunodeficiency virus isolate G023 tat and rev genes, exon 1, partial cds.	Simian immunodeficiency virus
3083	U37199.1	Simian immunodeficiency virus isolate K042 tat and rev genes, exon 1, partial cds.	Simian immunodeficiency virus
3084	U37201.1	Simian immunodeficiency virus isolate P051 tat and rev genes, exon 1, partial cds.	Simian immunodeficiency virus
3085	U37202.1	Simian immunodeficiency virus isolate G024 tat and rev genes, exon 1, partial cds. 1.	Simian immunodeficiency virus
3086	U37203.1	Simian immunodeficiency virus isolate P055 tat and rev genes, exon 1, partial cds.	Simian immunodeficiency virus
3087	U37204.1	Simian immunodeficiency virus isolate P056 tat and rev genes, exon 1, partial cds.	Simian immunodeficiency virus
3088	U37205.1	Simian immunodeficiency virus isolate P058 tat and rev genes, exon 1, partial cds.	Simian immunodeficiency virus
3089	U37206.1	Simian immunodeficiency virus isolate P031 tat and rev genes, exon 1, partial cds.	Simian immunodeficiency virus
3090	U37207.1	Simian immunodeficiency virus isolate K033 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3091	U37209.1	Simian immunodeficiency virus isolate P081 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3092	U37210.1	Simian immunodeficiency virus isolate P058 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3093	U37211.1	Simian immunodeficiency virus isolate P032 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3094	U37212.1	Simian immunodeficiency virus isolate P045 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3095	U37213.1	Simian immunodeficiency virus isolate P031 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3096	U37214.1	Simian immunodeficiency virus isolate G023 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3097	U37215.1	Simian immunodeficiency virus isolate G024 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3098	U37216.1	Simian immunodeficiency virus isolate G021 tat, rev, and envelope glycoprotein (env) genes, partial cds.	Simian immunodeficiency virus
3099	U37217.1	Human papillomavirus type 16 variant L1 and L2 capsid protein genes, complete cds.	Human papillomavirus type 16
3100	MN776306.1	MAG: Torque teno midi virus isolate SAfiA-87-99 ORF1 gene, complete cds.	Torque teno midi virus
3101	MN776307.1	MAG: Torque teno midi virus isolate SAfiA-94-47 ORF1 gene, complete cds.	Torque teno midi virus
3102	MN776308.1	MAG: Torque teno midi virus isolate SAfiA-94-57 ORF1 gene, complete cds.	Torque teno midi virus
3103	MN776312.1	MAG: Torque teno midi virus isolate SAfiA-106B-16 ORF1 gene, complete cds.	Torque teno midi virus
3104	MN776313.1	MAG: Torque teno midi virus isolate SAfiA-123-27 ORF1 gene, complete cds.	Torque teno midi virus
3105	MN776314.1	MAG: Torque teno midi virus isolate SAfiA-235-9 ORF1 gene, complete cds.	Torque teno midi virus
3106	MN776315.1	MAG: Torque teno midi virus isolate SAfiA-240-11 ORF1 gene, complete cds.	Torque teno midi virus
3107	MN776317.1	MAG: Torque teno midi virus isolate SAfiA-251-3 ORF1 gene, complete cds.	Torque teno midi virus
3108	MN776319.1	MAG: Torque teno midi virus isolate SAfiA-265-8 ORF1 gene, complete cds.	Torque teno midi virus
3109	MN776320.1	MAG: Torque teno midi virus isolate SAfiA-275-17 ORF1 gene, complete cds.	Torque teno midi virus
3110	MN776321.1	MAG: Torque teno midi virus isolate SAfiA-311-18 ORF1 gene, complete cds.	Torque teno midi virus
3111	MN776322.1	MAG: Torque teno midi virus isolate SAfiA-314-4 ORF1 gene, complete cds.	Torque teno midi virus
3112	MN776323.1	MAG: Torque teno midi virus isolate SAfiA-327-5 ORF1 gene, complete cds.	Torque teno midi virus
3113	MN776324.1	MAG: Torque teno midi virus isolate SAfiA-334-87 ORF1 gene, complete cds.	Torque teno midi virus
3114	MN776325.1	MAG: Torque teno midi virus isolate SAfiA-360-7 ORF1 gene, complete cds.	Torque teno midi virus
3115	MN776327.1	MAG: Torque teno midi virus isolate SAfiA-369-84 ORF1 gene, complete cds.	Torque teno midi virus
3116	MN776328.1	MAG: Torque teno midi virus isolate SAfiA-380-11 ORF1 gene, complete cds.	Torque teno midi virus
3117	MN776329.1	MAG: Torque teno midi virus isolate SAfiA-385-25 ORF1 gene, complete cds.	Torque teno midi virus
3118	MN776330.1	MAG: Torque teno midi virus isolate SAfiA-386-7 ORF1 gene, complete cds.	Torque teno midi virus
3119	MN776332.1	MAG: Torque teno midi virus isolate SAfiA-396-2 ORF1 gene, complete cds.	Torque teno midi virus
3120	MN776334.1	MAG: Torque teno midi virus isolate SAfiA-421-6 ORF1 gene, complete cds.	Torque teno midi virus
3121	MN776337.1	MAG: Torque teno midi virus isolate SAfiA-454-8 ORF1 gene, complete cds.	Torque teno midi virus
3122	MN776338.1	MAG: Torque teno midi virus isolate SAfiA-500-3 ORF1 gene, complete cds.	Torque teno midi virus
3123	MN776339.1	MAG: Torque teno midi virus isolate SAfiA-542-38 ORF1 gene, complete cds.	Torque teno midi virus
3124	MN776340.1	MAG: Torque teno midi virus isolate SAfiA-567-30 ORF1 gene, complete cds.	Torque teno midi virus
3125	MN776341.1	MAG: Torque teno midi virus isolate SAfiA-567-8 ORF1 gene, complete cds.	Torque teno midi virus
3126	MN776343.1	MAG: Torque teno midi virus isolate SAfiA-577-65 ORF1 gene, complete cds.	Torque teno midi virus
3127	MN776344.1	MAG: Torque teno midi virus isolate SAfiA-587-26 ORF1 gene, complete cds.	Torque teno midi virus
3128	MN776345.1	MAG: Torque teno midi virus isolate SAfiA-589-10 ORF1 gene, complete cds.	Torque teno midi virus
3129	MN776346.1	MAG: Torque teno midi virus isolate SAfiA-589-47 ORF1 gene, complete cds.	Torque teno midi virus
3130	MN776347.1	MAG: Torque teno midi virus isolate SAfiA-589-52 ORF1 gene, complete cds.	Torque teno midi virus
3131	MN776348.1	MAG: Torque teno midi virus isolate SAfiA-590-111 ORF1 gene, complete cds.	Torque teno midi virus
3132	MN776350.1	MAG: Torque teno midi virus isolate SAfiA-610-5 ORF1 gene, complete cds.	Torque teno midi virus
3133	MN776353.1	MAG: Torque teno midi virus isolate SAfiA-625-18 ORF1 gene, complete cds.	Torque teno midi virus
3134	MN776354.1	MAG: Torque teno midi virus isolate SAfiA-630A-30 ORF1 gene, complete cds.	Torque teno midi virus
3135	MN776355.1	MAG: Torque teno midi virus isolate SAfiA-709-4 ORF1 gene, complete cds.	Torque teno midi virus
3136	MN776357.1	MAG: Torque teno midi virus isolate SAfiA-865-134 ORF1 gene, complete cds.	Torque teno midi virus
3137	MN776359.1	MAG: Torque teno midi virus isolate SAfiA-240-21 ORF1 gene, complete cds.	Torque teno midi virus
3138	MN776360.1	MAG: Torque teno midi virus isolate SAfiA-242-120 ORF1 gene, complete cds.	Torque teno midi virus
3139	MN776361.1	MAG: Torque teno midi virus isolate SAfiA-331-58 ORF1 gene, complete cds.	Torque teno midi virus
3140	MN776362.1	MAG: Torque teno midi virus isolate SAfiA-543-82 ORF1 gene, complete cds.	Torque teno midi virus
3141	MN776363.1	MAG: Torque teno midi virus isolate SAfiA-581-91 ORF1 gene, complete cds.	Torque teno midi virus
3142	MN776364.1	MAG: Torque teno midi virus isolate SAfiA-596-9 ORF1 gene, complete cds.	Torque teno midi virus
3143	MN776365.1	MAG: Torque teno midi virus isolate SAfiA-616-42 ORF1 gene, complete cds.	Torque teno midi virus
3144	MN776366.1	MAG: Torque teno midi virus isolate SAfiA-867-400 ORF1 gene, complete cds.	Torque teno midi virus
3145	MN776367.1	MAG: Torque teno midi virus isolate SAfiA-102-91 ORF1 gene, complete cds.	Torque teno midi virus
3146	MN776368.1	MAG: Torque teno midi virus isolate SAfiA-116-61 ORF1 gene, complete cds.	Torque teno midi virus
3147	MN776372.1	MAG: Torque teno midi virus isolate SAfiA-460-15 ORF1 gene, complete cds.	Torque teno midi virus
3148	MN776373.1	MAG: Torque teno midi virus isolate SAfiA-462-4 ORF1 gene, complete cds.	Torque teno midi virus
3149	MN776374.1	MAG: Torque teno midi virus isolate SAfiA-503-4 ORF1 gene, complete cds.	Torque teno midi virus
3150	MN776375.1	MAG: Torque teno midi virus isolate SAfiA-535-28 ORF1 gene, complete cds.	Torque teno midi virus
3151	MN776376.1	MAG: Torque teno midi virus isolate SAfiA-543-75 ORF1 gene, complete cds.	Torque teno midi virus
3152	MN776378.1	MAG: Torque teno midi virus isolate SAfiA-590-202 ORF1 gene, complete cds.	Torque teno midi virus
3153	MN776379.1	MAG: Torque teno midi virus isolate SAfiA-603-26 ORF1 gene, complete cds.	Torque teno midi virus
3154	MN776384.1	MAG: Torque teno midi virus isolate SAfiA-71-21 ORF1 gene, complete cds.	Torque teno midi virus
3155	MN776386.1	MAG: Torque teno midi virus isolate SAfiA-761-7 ORF1 gene, complete cds.	Torque teno midi virus
3156	MN776388.1	MAG: Torque teno midi virus isolate SAfiA-868-39 ORF1 gene, complete cds.	Torque teno midi virus
3157	MN776389.1	MAG: Torque teno midi virus isolate SAfiA-240-31 ORF1 gene, complete cds.	Torque teno midi virus
3158	MN776390.1	MAG: Torque teno midi virus isolate SAfiA-346-134 ORF1 gene, complete cds.	Torque teno midi virus
3159	MN776391.1	MAG: Torque teno midi virus isolate SAfiA-369-73 ORF1 gene, complete cds.	Torque teno midi virus
3160	MT204959.1	MAG: Circoviridae sp. isolate CN13_L16_1273, complete genome.	Circoviridae sp.
3161	MT204960.1	MAG: Polar freshwater circular DNA virus isolate CN41_L16_1511, complete genome.	Polar freshwater circular DNA virus Viruses.
3162	MT204961.1	MAG: Polar freshwater circular DNA virus isolate CN59_L16_3894, complete genome.	Polar freshwater circular DNA virus Viruses.
3163	MT204962.1	MAG: Polar freshwater circular DNA virus isolate CN38_L16_4834, complete genome.	Polar freshwater circular DNA virus Viruses.
